ID,Paved Drive,BsmtExposure,BsmtUnfinishedArea,ProximityToMainRoad2,KitchenQuality,SaleCondition,LivingArea,Lot Config,FenceQuality,SaleType,HalfBaths,Neighborhood,HeatingQuality,LotFrontage,RoofMaterial,Exterior1,Foundation,HouseType,YearRemodelled,MasVnrArea,Misc Feature,GarageFinish,ExteriorQual,UtilitiesAvailable,HouseStyle,MasVnrType,FireplaceQuality,EnclosedPorchArea,BsmtCondition,PoolSize,BsmtHeight,BsmtFullBaths,ScreenPorchArea,Misc,BsmtFinishType2,TotalRooms,YearBuilt,YearSold,BsmtFinish2Area,PoolQuality,OpenPorchArea,Fireplaces,RoofType,Functional,ExteriorCond,GarageCondition,TotalBsmtArea,Electrical,SeasonPorchArea,LowQualityFinishArea,ProximityToMainRoad,BsmtHalfBaths,GarageQuality,WoodDeckArea,ZoningClass,Bedrooms,TypeOfAlleyAccess,FullBaths,OverallRating,BsmtFinishType1,TypeOfRoadAccess,MonthSold,GarageCars,Shape,Flatness,HeatingType,Central Air,SlopeOfProperty,Exterior2,GarageArea,BsmtFinish1Area,Quality,GarageType,LotSize,Kitchens,GarageYearBuilt,BuildingClass,2ndFloorArea,1stFloorArea,SalePrice
1502,Y,Gd,102.0,Norm,Gd,Normal,2497,Inside,,WD ,0,Veenker,Gd,94.0,CompShg,BrkFace,CBlock,1Fam,1981,0.0,,RFn,Gd,AllPub,1Story,None,Gd,0,TA,0,Gd,1.0,0,0,Rec,7,1981,2007,870.0,,0,2,Hip,Typ,TA,TA,2668.0,SBrkr,0,0,Norm,0.0,TA,266,RL,2,,2,5,ALQ,Pave,3,2.0,IR1,Lvl,GasA,Y,Gtl,BrkFace,676.0,1696.0,8,Attchd,17778,1,1981.0,20,252,3541,427656
1503,Y,No,1119.0,Norm,Gd,Normal,1426,Corner,GdPrv,WD ,1,Crawfor,Gd,55.0,CompShg,Wd Sdng,BrkTil,1Fam,1998,0.0,,Unf,Gd,AllPub,1.5Fin,None,Gd,0,TA,0,TA,0.0,0,0,Unf,7,1918,2007,0.0,,240,1,Gable,Typ,TA,TA,1119.0,SBrkr,0,0,Norm,0.0,TA,0,RL,3,,1,8,Unf,Pave,6,1.0,Reg,Lvl,GasA,Y,Gtl,Wd Sdng,216.0,0.0,7,Detchd,7642,1,1925.0,50,766,1956,226301
1504,N,No,966.0,Norm,TA,Normal,864,Inside,,WD ,0,Edwards,TA,45.0,CompShg,Stucco,BrkTil,1Fam,1950,0.0,,,TA,AllPub,1Story,None,,100,TA,0,TA,1.0,0,0,Unf,5,1914,2008,0.0,,0,0,Gable,Typ,TA,,1071.0,FuseF,0,0,Norm,0.0,,0,RL,2,Grvl,1,3,BLQ,Pave,9,0.0,Reg,Lvl,GasA,N,Gtl,Stucco,0.0,105.0,3,,8248,1,,30,252,1908,91056
1505,Y,No,2128.0,Feedr,TA,Normal,1921,Corner,,WD ,0,Sawyer,TA,120.0,CompShg,BrkFace,CBlock,Duplex,1964,0.0,,Unf,TA,AllPub,1Story,None,,0,TA,0,TA,0.0,0,0,Unf,8,1964,2006,0.0,,180,0,Gable,Typ,TA,TA,2128.0,SBrkr,0,0,Feedr,0.0,TA,0,RL,4,,2,5,Unf,Pave,7,2.0,Reg,Lvl,GasA,Y,Gtl,BrkFace,576.0,0.0,6,Detchd,11136,2,1964.0,90,252,2965,182356
1506,Y,No,441.0,Norm,Gd,Normal,2814,Corner,GdPrv,WD ,1,SawyerW,Ex,,CompShg,HdBoard,PConc,1Fam,2002,190.0,,Fin,Gd,AllPub,2Story,BrkFace,TA,0,TA,0,Gd,0.0,216,0,Unf,9,1995,2008,0.0,,32,1,Gable,Typ,TA,TA,1284.0,SBrkr,0,0,Norm,1.0,TA,48,RL,4,,2,5,LwQ,Pave,6,2.0,IR3,Lvl,GasA,Y,Gtl,HdBoard,614.0,843.0,6,BuiltIn,9771,1,1995.0,60,1973,2137,303356
1507,Y,No,591.0,Norm,Gd,Normal,1394,Inside,,WD ,1,Timber,Gd,73.0,CompShg,VinylSd,PConc,1Fam,2007,0.0,,Fin,TA,AllPub,SLvl,None,,0,TA,0,Gd,0.0,0,0,Unf,7,2006,2008,0.0,,0,0,Gable,Typ,TA,TA,591.0,,0,0,Norm,0.0,TA,100,RL,3,,2,5,Unf,Pave,5,2.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,400.0,0.0,5,BuiltIn,9735,1,2007.0,80,892,1798,201606
1508,Y,No,461.0,Norm,TA,Normal,1183,Inside,,WD ,1,OldTown,Ex,50.0,CompShg,MetalSd,CBlock,1Fam,2002,0.0,,Unf,TA,AllPub,1.5Fin,None,,0,TA,0,TA,0.0,0,0,Unf,6,1948,2007,0.0,,176,0,Gable,Typ,Gd,TA,856.0,SBrkr,0,0,Norm,0.0,TA,0,RM,2,,1,7,ALQ,Pave,6,1.0,Reg,Lvl,GasA,Y,Gtl,MetalSd,308.0,395.0,3,Detchd,6000,1,1981.0,50,756,1723,149356
1509,Y,No,787.0,Norm,Ex,Partial,2698,CulDSac,,New,1,StoneBr,Ex,82.0,CompShg,VinylSd,PConc,1Fam,2006,734.0,,RFn,Ex,AllPub,2Story,Stone,Gd,0,TA,0,Ex,1.0,0,0,Unf,11,2006,2006,0.0,,0,1,Hip,Typ,TA,TA,2057.0,SBrkr,0,0,Norm,0.0,TA,250,RL,4,,2,5,GLQ,Pave,7,3.0,IR1,Lvl,GasA,Y,Gtl,VinylSd,736.0,1270.0,10,Attchd,16052,1,2006.0,60,1100,2894,605856
1510,Y,No,558.0,Norm,TA,Normal,1152,Corner,,WD ,1,NAmes,TA,102.0,CompShg,MetalSd,CBlock,1Fam,1953,84.0,,Unf,TA,AllPub,1Story,BrkFace,,0,TA,0,TA,0.0,0,0,LwQ,6,1953,2008,237.0,,0,0,Gable,Typ,TA,TA,1359.0,SBrkr,0,0,Norm,0.0,TA,0,RL,3,,1,6,Rec,Pave,5,2.0,IR1,Lvl,GasA,Y,Gtl,MetalSd,636.0,564.0,5,Detchd,9373,1,1971.0,20,252,2196,168606
1511,Y,No,667.0,Norm,TA,Abnorml,1202,Inside,GdWo,COD,0,NAmes,TA,70.0,CompShg,BrkFace,CBlock,1Fam,1956,0.0,,RFn,TA,AllPub,1Story,None,,120,TA,0,TA,0.0,0,0,BLQ,6,1956,2009,243.0,,35,0,Gable,Typ,TA,TA,1409.0,SBrkr,0,0,Norm,1.0,TA,0,RL,3,,1,5,Rec,Pave,11,1.0,Reg,Lvl,GasA,Y,Gtl,BrkFace,304.0,499.0,5,Attchd,8750,1,1956.0,20,252,2246,149356
1512,Y,No,767.0,Norm,Gd,Normal,1690,Corner,,WD ,0,OldTown,Ex,60.0,CompShg,VinylSd,PConc,1Fam,2008,0.0,,Unf,Gd,AllPub,2Story,None,,112,TA,0,TA,0.0,0,0,Unf,5,1910,2009,0.0,,0,0,Gable,Typ,Gd,TA,767.0,SBrkr,0,0,Artery,0.0,TA,0,RL,4,,2,9,Unf,Pave,8,2.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,624.0,0.0,7,Detchd,7200,1,2008.0,70,1012,1974,189506
1513,Y,No,102.0,Norm,TA,Normal,1632,Inside,MnPrv,WD ,0,NAmes,Gd,80.0,CompShg,Wd Sdng,CBlock,1Fam,1988,183.0,,RFn,TA,AllPub,1Story,BrkCmn,Gd,0,TA,0,TA,1.0,0,0,LwQ,6,1958,2009,661.0,,0,1,Hip,Min1,TA,TA,1447.0,SBrkr,0,0,Feedr,0.0,TA,289,RL,3,,2,6,Rec,Pave,4,1.0,Reg,Lvl,GasA,Y,Gtl,Wd Sdng,338.0,684.0,6,Attchd,9600,1,1958.0,20,252,2676,170256
1514,Y,No,543.0,Norm,TA,Normal,1964,Inside,,WD ,1,NWAmes,TA,80.0,CompShg,Plywood,CBlock,1Fam,1976,660.0,,RFn,TA,AllPub,2Story,BrkFace,Gd,0,TA,0,TA,0.0,0,0,Unf,8,1976,2008,0.0,,69,1,Hip,Typ,TA,TA,1010.0,SBrkr,0,0,Norm,0.0,TA,0,RL,4,,2,6,ALQ,Pave,9,2.0,Reg,Lvl,GasA,Y,Gtl,Plywood,483.0,467.0,7,Attchd,10480,1,1976.0,60,1118,2142,242856
1515,Y,Mn,366.0,Norm,TA,Family,1112,Inside,MnPrv,WD ,0,Crawfor,Ex,70.0,CompShg,BrkFace,BrkTil,1Fam,1954,0.0,,Unf,TA,AllPub,1Story,None,Gd,0,TA,0,TA,1.0,0,0,ALQ,6,1954,2009,735.0,,0,1,Gable,Typ,Gd,TA,1319.0,SBrkr,0,0,Feedr,0.0,TA,0,RL,2,,1,6,Rec,Pave,10,1.0,Reg,Lvl,GasA,Y,Gtl,BrkFace,390.0,218.0,5,Attchd,9100,1,1954.0,20,252,2156,176636
1516,Y,No,541.0,Norm,Gd,Normal,1569,Inside,,WD ,0,Blmngtn,Ex,51.0,CompShg,VinylSd,PConc,TwnhsE,2007,130.0,,RFn,Gd,AllPub,1Story,BrkFace,TA,0,TA,0,Gd,0.0,0,0,Unf,7,2007,2009,0.0,,20,1,Hip,Typ,TA,TA,1593.0,SBrkr,0,0,Norm,1.0,TA,143,RL,1,,2,5,ALQ,Pave,5,3.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,660.0,1052.0,7,Attchd,3635,1,2007.0,120,252,2613,210846
1517,Y,No,296.0,Norm,Ex,Normal,2353,Corner,GdPrv,WD ,1,NWAmes,TA,94.0,CompShg,CemntBd,CBlock,1Fam,1980,278.0,,RFn,Gd,AllPub,2Story,BrkFace,TA,0,TA,0,Gd,1.0,0,0,Unf,10,1980,2009,0.0,,195,1,Gable,Typ,TA,TA,1052.0,SBrkr,0,0,Norm,0.0,TA,288,RL,4,,2,7,GLQ,Pave,8,2.0,IR1,Lvl,GasA,Y,Gtl,CmentBd,484.0,756.0,7,Attchd,13005,1,1983.0,60,1452,2197,303356
1518,Y,No,527.0,Norm,TA,Normal,1328,Inside,MnPrv,WD ,1,OldTown,TA,50.0,CompShg,Wd Sdng,CBlock,1Fam,1970,0.0,,Unf,TA,AllPub,1.5Fin,None,,0,TA,0,TA,0.0,0,0,Unf,6,1950,2009,0.0,,12,0,Gable,Typ,Ex,TA,975.0,FuseA,0,0,Norm,0.0,TA,0,RM,3,,1,7,BLQ,Pave,3,1.0,Reg,Lvl,GasA,Y,Gtl,Wd Sdng,308.0,448.0,5,Detchd,6000,1,1950.0,50,812,1812,159806
1519,Y,No,693.0,Norm,TA,Normal,1855,Inside,,WD ,0,Edwards,Gd,75.0,CompShg,Wd Sdng,CBlock,1Fam,1972,0.0,,Unf,TA,AllPub,1.5Fin,None,,0,Fa,0,TA,0.0,0,0,Unf,7,1954,2006,0.0,,0,0,Gable,Typ,TA,TA,1201.0,SBrkr,0,0,Norm,0.0,TA,182,RL,4,,2,4,Rec,Pave,10,1.0,Reg,Lvl,GasA,Y,Gtl,Wd Sdng,325.0,508.0,6,Attchd,9525,1,1954.0,50,891,2260,167946
1520,Y,No,570.0,Norm,TA,Normal,864,Inside,MnPrv,WD ,0,CollgCr,Ex,60.0,CompShg,VinylSd,CBlock,1Fam,1972,0.0,,Unf,TA,AllPub,1Story,None,,0,TA,0,TA,0.0,0,0,Unf,5,1972,2006,0.0,,0,0,Gable,Typ,TA,TA,1071.0,SBrkr,0,0,Norm,0.0,TA,0,RL,3,,1,8,BLQ,Pave,3,1.0,Reg,Low,GasA,Y,Gtl,VinylSd,297.0,501.0,5,Detchd,7200,1,1977.0,20,252,1908,149246
1521,Y,Av,143.0,Norm,TA,Normal,864,Inside,,WD ,0,Edwards,Fa,50.0,CompShg,HdBoard,PConc,Duplex,1975,0.0,,,TA,AllPub,SFoyer,None,,0,TA,0,Gd,1.0,0,0,Unf,4,1975,2008,0.0,,0,0,Gable,Typ,TA,,1071.0,SBrkr,0,0,Norm,0.0,,0,RL,2,,1,5,GLQ,Pave,4,0.0,Reg,Lvl,GasA,N,Gtl,HdBoard,0.0,928.0,5,,9350,1,,90,252,1908,126916
1522,Y,No,413.0,Norm,Gd,Normal,1679,Inside,,WD ,0,SawyerW,Ex,65.0,CompShg,HdBoard,PConc,1Fam,1998,258.0,,RFn,TA,AllPub,1Story,BrkFace,Fa,0,TA,0,Gd,1.0,0,0,Unf,7,1994,2008,0.0,,42,1,Gable,Typ,TA,TA,1615.0,SBrkr,0,0,Norm,0.0,TA,224,RL,3,,2,5,GLQ,Pave,10,2.0,Reg,Lvl,GasA,Y,Gtl,HdBoard,575.0,1202.0,6,Attchd,8125,1,1994.0,20,252,2723,230206
1523,Y,Mn,226.0,Norm,TA,Normal,1174,Inside,,WD ,0,CollgCr,Ex,,CompShg,HdBoard,CBlock,1Fam,1978,180.0,,Unf,TA,AllPub,1Story,BrkFace,,280,TA,0,Gd,1.0,0,0,Unf,5,1978,2008,0.0,,0,0,Gable,Typ,TA,TA,1071.0,SBrkr,0,0,Norm,0.0,TA,211,RL,3,,1,6,ALQ,Pave,5,2.0,IR1,Lvl,GasA,Y,Gtl,HdBoard,528.0,845.0,5,Attchd,12250,1,1978.0,20,252,2218,191156
1524,Y,No,1173.0,Norm,TA,Normal,1426,Inside,GdPrv,WD ,0,BrkSide,Ex,52.0,CompShg,Wd Sdng,BrkTil,1Fam,1992,0.0,,Unf,TA,AllPub,1.5Fin,None,Gd,96,TA,0,TA,0.0,0,0,Unf,6,1930,2007,0.0,,0,1,Gable,Typ,TA,TA,1173.0,SBrkr,0,0,Norm,0.0,Fa,174,RM,3,,1,7,Unf,Pave,7,1.0,Reg,Lvl,GasA,Y,Gtl,Wd Sdng,230.0,0.0,5,Detchd,6240,1,1930.0,50,664,2058,162281
1525,Y,,0.0,Norm,TA,Normal,882,Inside,MnPrv,WD ,0,NAmes,TA,,CompShg,MetalSd,Slab,1Fam,1959,0.0,Shed,RFn,TA,AllPub,1Story,None,,0,,0,,0.0,0,1200,,5,1959,2007,0.0,,0,0,Gable,Typ,TA,TA,0.0,SBrkr,0,0,Norm,0.0,TA,0,RL,3,,1,7,,Pave,7,1.0,IR1,Lvl,GasA,Y,Gtl,MetalSd,294.0,0.0,5,Attchd,8339,1,1959.0,20,0,1926,134506
1526,Y,No,1554.0,Norm,Gd,Normal,3672,Inside,,WD ,1,Edwards,Gd,60.0,CompShg,BrkFace,BrkTil,1Fam,1990,0.0,,Unf,TA,AllPub,2.5Unf,None,Gd,32,TA,0,TA,0.0,0,0,Unf,7,1935,2006,0.0,,80,2,Gable,Typ,TA,TA,2043.0,SBrkr,0,0,Norm,0.0,TA,684,RL,5,,3,8,Rec,Pave,12,2.0,Reg,Lvl,GasA,Y,Gtl,Wd Sdng,836.0,489.0,6,Detchd,19800,1,1993.0,75,2088,2880,473856
1527,Y,No,395.0,Norm,TA,Normal,1211,Inside,MnPrv,WD ,0,Sawyer,Gd,,CompShg,HdBoard,CBlock,1Fam,2002,0.0,,Unf,TA,AllPub,1Story,None,TA,0,TA,0,TA,0.0,0,0,Unf,6,1962,2006,0.0,,0,1,Hip,Min1,TA,TA,1071.0,SBrkr,0,0,Norm,0.0,TA,161,RL,2,,1,6,BLQ,Pave,3,2.0,IR1,Lvl,GasA,Y,Gtl,HdBoard,576.0,676.0,5,Detchd,9240,1,1972.0,20,252,2255,175756
1528,Y,No,1459.0,Norm,Gd,Normal,1252,Inside,,WD ,0,NAmes,Ex,80.0,CompShg,HdBoard,CBlock,1Fam,1959,243.0,,Unf,Gd,AllPub,1Story,Stone,,0,TA,0,TA,0.0,0,0,Unf,7,1959,2008,0.0,,39,0,Hip,Typ,TA,TA,1459.0,SBrkr,0,0,Norm,0.0,TA,0,RL,3,,1,6,Unf,Pave,10,2.0,IR1,Lvl,GasA,Y,Gtl,HdBoard,528.0,0.0,6,Detchd,10721,1,1960.0,20,252,2296,173556
1529,Y,Mn,311.0,Norm,TA,Normal,2291,Corner,,WD ,0,OldTown,Ex,60.0,CompShg,MetalSd,BrkTil,2fmCon,1998,0.0,,Unf,TA,AllPub,2.5Unf,None,Gd,0,Fa,0,TA,0.0,99,0,Unf,9,1910,2007,0.0,,0,1,Hip,Typ,TA,TA,1421.0,SBrkr,0,0,Norm,1.0,TA,0,C (all),4,,2,6,Rec,Pave,11,2.0,Reg,Lvl,GasW,N,Gtl,MetalSd,506.0,1110.0,6,Detchd,7200,2,1900.0,190,1283,2304,164646
1530,Y,No,723.0,Norm,TA,Normal,1196,Inside,,WD ,0,NAmes,Gd,72.0,CompShg,Wd Sdng,CBlock,1Fam,1956,74.0,,RFn,TA,AllPub,1Story,BrkFace,Gd,0,TA,0,Gd,1.0,0,0,Unf,6,1956,2008,0.0,,44,1,Gable,Typ,TA,TA,1403.0,FuseA,0,0,Norm,0.0,TA,0,RL,2,,1,5,LwQ,Pave,5,1.0,Reg,Lvl,GasA,Y,Gtl,Wd Sdng,297.0,680.0,6,Attchd,9000,1,1956.0,20,252,2240,170256
1531,Y,No,397.0,Norm,Gd,Normal,2061,Inside,,WD ,1,NoRidge,Ex,79.0,CompShg,VinylSd,PConc,1Fam,1996,286.0,,Fin,Gd,AllPub,2Story,BrkFace,TA,209,TA,0,Gd,1.0,0,0,Unf,7,1995,2009,0.0,,102,1,Gable,Typ,TA,TA,1277.0,SBrkr,0,0,Norm,0.0,TA,296,RL,3,,2,5,GLQ,Pave,11,2.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,647.0,880.0,7,Attchd,9085,1,1995.0,60,1219,2138,303356
1532,Y,Gd,1494.0,Norm,Ex,Normal,2633,Inside,,WD ,1,NoRidge,Ex,,CompShg,VinylSd,PConc,1Fam,2002,705.0,,RFn,Ex,AllPub,1Story,BrkFace,Gd,0,TA,0,Ex,1.0,0,0,Unf,8,2001,2007,0.0,,140,2,Hip,Typ,TA,TA,2840.0,SBrkr,0,0,Norm,0.0,TA,314,RL,2,,2,5,GLQ,Pave,3,3.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,804.0,1346.0,10,Attchd,11400,1,2001.0,20,252,3677,530506
1533,Y,Av,736.0,Norm,Gd,Normal,1922,Inside,,WD ,0,Timber,Ex,80.0,CompShg,VinylSd,PConc,1Fam,2002,886.0,,Fin,Gd,AllPub,1Story,BrkFace,Ex,0,TA,0,Gd,1.0,0,0,Unf,6,2002,2007,0.0,,64,1,Hip,Typ,TA,TA,2129.0,SBrkr,0,0,Norm,0.0,TA,201,RL,2,,2,5,GLQ,Pave,4,3.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,692.0,1393.0,8,Attchd,11305,1,2002.0,20,252,2966,327556
1534,Y,Av,914.0,Norm,Gd,Normal,1414,Inside,,WD ,1,Gilbert,Ex,74.0,CompShg,VinylSd,PConc,1Fam,2004,0.0,,Fin,Gd,AllPub,2Story,None,Gd,0,Gd,0,Ex,0.0,0,0,Unf,6,2004,2006,0.0,,35,1,Gable,Typ,TA,TA,914.0,SBrkr,0,0,Norm,0.0,TA,100,RL,3,,2,5,Unf,Pave,10,2.0,IR1,Lvl,GasA,Y,Gtl,VinylSd,403.0,0.0,8,Attchd,9056,1,2004.0,60,959,1751,213156
1535,Y,No,311.0,Norm,Gd,Normal,1624,Corner,GdPrv,WD ,0,NoRidge,Ex,89.0,CompShg,ImStucc,PConc,1Fam,1995,0.0,,RFn,Gd,AllPub,1Story,None,Fa,192,TA,0,Gd,1.0,0,0,Unf,5,1994,2006,0.0,,114,1,Gable,Typ,TA,TA,1831.0,SBrkr,0,0,Norm,0.0,TA,0,RL,2,,2,5,GLQ,Pave,7,3.0,Reg,Lvl,GasA,Y,Gtl,ImStucc,757.0,1520.0,8,Attchd,12461,1,1994.0,20,252,2668,305556
1536,Y,No,1693.0,Norm,Gd,Normal,1574,Inside,,WD ,0,Somerst,Ex,75.0,CompShg,VinylSd,PConc,1Fam,2006,53.0,,RFn,Gd,AllPub,1Story,BrkFace,Gd,0,TA,0,Gd,0.0,0,0,Unf,7,2006,2008,0.0,,104,1,Gable,Typ,TA,TA,1781.0,SBrkr,0,0,RRAn,0.0,TA,144,RL,3,,2,5,GLQ,Pave,7,3.0,IR1,Lvl,GasA,Y,Gtl,VinylSd,824.0,88.0,8,Attchd,11957,1,2006.0,20,252,2618,272556
1537,Y,No,559.0,Norm,TA,Normal,1200,Inside,,WD ,0,Edwards,Ex,70.0,CompShg,MetalSd,CBlock,1Fam,1995,0.0,,Unf,TA,AllPub,1.5Fin,None,,0,TA,0,TA,0.0,0,0,Unf,6,1946,2008,0.0,,0,0,Gable,Typ,TA,TA,975.0,SBrkr,0,0,Norm,0.0,TA,0,RL,3,,1,6,BLQ,Pave,5,1.0,Reg,Lvl,GasA,Y,Gtl,MetalSd,240.0,416.0,5,Detchd,11767,1,1946.0,50,684,1812,160906
1538,N,,0.0,Norm,Fa,Normal,660,Corner,,WD ,0,Sawyer,Fa,,CompShg,Wd Sdng,Slab,1Fam,1950,0.0,,,TA,AllPub,1Story,None,,100,,0,,0.0,0,0,,5,1947,2009,0.0,,0,0,Gable,Min2,TA,,0.0,SBrkr,0,0,Norm,0.0,,0,RL,2,,1,2,,Pave,6,0.0,Reg,Lvl,GasA,N,Gtl,Wd Sdng,0.0,0.0,2,,9000,1,,20,0,1704,87646
1539,Y,Av,398.0,Norm,TA,Normal,2013,CulDSac,,WD ,1,NoRidge,Ex,92.0,CompShg,MetalSd,PConc,1Fam,1997,0.0,,Unf,Gd,AllPub,2Story,None,TA,0,TA,0,Gd,1.0,0,0,Unf,8,1996,2007,0.0,,130,1,Gable,Typ,TA,TA,1324.0,SBrkr,0,0,Norm,0.0,TA,180,RL,3,,2,5,GLQ,Pave,6,2.0,IR1,Lvl,GasA,Y,Gtl,MetalSd,455.0,926.0,7,Attchd,9920,1,1997.0,60,1138,2171,314125
1540,Y,No,837.0,Norm,TA,Abnorml,1302,Inside,,COD,1,BrDale,TA,21.0,CompShg,HdBoard,CBlock,Twnhs,1971,142.0,,Unf,TA,AllPub,2Story,BrkFace,,0,TA,0,TA,0.0,0,0,Unf,6,1971,2009,0.0,,0,0,Gable,Typ,TA,TA,837.0,SBrkr,0,0,Norm,0.0,TA,0,RM,3,,2,5,Unf,Pave,5,1.0,Reg,Lvl,GasA,Y,Gtl,HdBoard,280.0,0.0,5,Detchd,1680,1,1991.0,160,924,1674,140556
1541,Y,No,372.0,Norm,TA,Normal,896,Inside,MnPrv,WD ,0,NAmes,TA,80.0,CompShg,VinylSd,CBlock,1Fam,1961,0.0,,Unf,TA,AllPub,1Story,None,,0,TA,0,TA,0.0,120,0,LwQ,5,1961,2010,185.0,,0,0,Gable,Typ,TA,TA,1089.0,SBrkr,0,0,Feedr,0.0,TA,140,RH,2,,1,6,Rec,Pave,6,1.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,730.0,532.0,5,Attchd,11622,1,1961.0,20,252,1940,132856
1542,N,No,204.0,Norm,Gd,Normal,1154,Inside,MnPrv,WD ,0,IDOTRR,Gd,40.0,CompShg,VinylSd,BrkTil,1Fam,2007,0.0,,Unf,TA,AllPub,1.5Fin,None,,0,TA,0,TA,1.0,0,0,Unf,7,1922,2010,0.0,,96,0,Gable,Typ,Gd,TA,1003.0,SBrkr,0,0,Norm,0.0,TA,0,RM,3,,1,8,BLQ,Pave,5,1.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,240.0,799.0,4,Detchd,5436,1,1922.0,50,610,1840,155406
1543,P,No,1285.0,Norm,TA,Normal,1573,Inside,,WD ,0,BrkSide,TA,52.0,CompShg,MetalSd,PConc,1Fam,1992,0.0,,Unf,TA,AllPub,1.5Fin,None,Gd,0,TA,0,TA,0.0,0,0,Unf,8,1930,2008,0.0,,0,1,Gable,Typ,TA,TA,1285.0,SBrkr,0,0,Norm,0.0,TA,0,RM,3,,2,7,Unf,Pave,6,2.0,Reg,Lvl,GasA,Y,Gtl,MetalSd,360.0,0.0,5,Detchd,6240,1,1930.0,50,697,2172,196546
1544,Y,Av,527.0,Norm,Gd,Normal,1501,Inside,,WD ,0,Timber,Gd,42.0,CompShg,VinylSd,CBlock,TwnhsE,1986,340.0,,Fin,Gd,AllPub,1Story,BrkFace,TA,0,TA,0,Gd,1.0,0,0,Unf,6,1986,2008,0.0,,0,1,Gable,Typ,TA,TA,1484.0,SBrkr,0,0,Norm,0.0,TA,240,RL,2,,2,6,GLQ,Pave,7,2.0,IR1,Lvl,GasA,Y,Gtl,VinylSd,512.0,957.0,7,Attchd,4084,1,1986.0,120,252,2545,283006
1545,Y,No,539.0,Norm,TA,Normal,864,Inside,GdWo,WD ,0,NAmes,Gd,70.0,CompShg,Wd Sdng,CBlock,1Fam,1962,0.0,,Unf,TA,AllPub,1Story,None,,0,TA,0,TA,0.0,0,0,Unf,5,1962,2006,0.0,,0,0,Gable,Typ,TA,TA,1071.0,SBrkr,0,0,Artery,1.0,TA,0,RL,3,,1,6,BLQ,Pave,2,1.0,Reg,Lvl,GasA,Y,Gtl,Wd Sdng,336.0,532.0,5,Attchd,7000,1,1962.0,20,252,1908,132856
1546,Y,No,237.0,Norm,TA,Normal,1127,Inside,,WD ,1,Edwards,TA,65.0,CompShg,HdBoard,CBlock,1Fam,1976,84.0,,Unf,TA,AllPub,1Story,BrkFace,Po,138,Ex,0,TA,0.0,0,0,Unf,6,1976,2008,0.0,,0,1,Hip,Typ,TA,TA,1334.0,SBrkr,0,0,Norm,1.0,TA,0,RL,3,,1,6,BLQ,Pave,5,2.0,Reg,Lvl,GasA,Y,Gtl,Plywood,480.0,1097.0,6,Detchd,6500,1,1991.0,20,252,2171,165856
1547,Y,No,429.0,Norm,TA,Abnorml,1059,Corner,GdWo,WD ,0,Sawyer,Gd,75.0,CompShg,Plywood,CBlock,1Fam,1966,0.0,,Fin,TA,AllPub,1Story,None,,0,TA,0,TA,1.0,0,0,Unf,6,1966,2006,0.0,,88,0,Gable,Typ,TA,TA,1266.0,SBrkr,0,0,Norm,0.0,TA,0,RL,3,,1,6,ALQ,Pave,6,1.0,Reg,Lvl,GasA,Y,Gtl,Plywood,286.0,837.0,5,Attchd,9000,1,1966.0,20,252,2103,174106
1548,Y,No,1047.0,Norm,Gd,Normal,1725,Inside,,WD ,1,CollgCr,Ex,70.0,CompShg,VinylSd,PConc,1Fam,2002,,,RFn,Gd,AllPub,2Story,,,0,TA,0,Gd,0.0,0,0,Unf,6,2002,2009,0.0,,48,0,Gable,Typ,TA,TA,1047.0,SBrkr,0,0,Norm,0.0,TA,0,RL,3,,2,5,Unf,Pave,11,2.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,550.0,0.0,7,Attchd,8749,1,2002.0,60,1137,1884,235706
1549,Y,Gd,218.0,Norm,TA,Normal,1604,Inside,,WD ,1,Gilbert,Ex,59.0,CompShg,VinylSd,PConc,1Fam,1998,0.0,,Fin,TA,AllPub,2Story,None,,0,TA,0,Gd,0.0,0,0,Unf,7,1998,2008,0.0,,82,0,Gable,Typ,TA,TA,1133.0,SBrkr,0,0,Norm,0.0,TA,100,RL,3,,2,5,GLQ,Pave,5,2.0,IR1,Lvl,GasA,Y,Gtl,VinylSd,472.0,915.0,6,Attchd,9535,1,1998.0,60,930,1970,232406
1550,Y,No,1072.0,Norm,Gd,Normal,1240,CulDSac,,WD ,0,Timber,Gd,42.0,CompShg,Plywood,CBlock,1Fam,1985,0.0,,Unf,TA,AllPub,1Story,None,,0,TA,0,Gd,0.0,0,0,BLQ,6,1985,2007,121.0,,0,0,Gable,Typ,TA,TA,1472.0,SBrkr,0,0,Norm,1.0,TA,232,RL,3,,2,7,ALQ,Pave,7,2.0,Reg,Lvl,GasA,Y,Gtl,Plywood,528.0,279.0,7,Attchd,10331,1,1985.0,20,252,2284,208756
